feedback_text,sentiment_label,source
I've missed numerous calls because of this reason.,0,Amazon
"Perhaps my phone is defective, but people cannot hear me when I use this.",0,Amazon
Don't buy this product.,0,Amazon
"sucked, most of the stuff does not work with my phone.",0,Amazon
"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.",1,Amazon
Worst software ever used.... If I could give this zero stars I would.,0,Amazon
Trying to make a call on these is an exercise in frustration.,0,Amazon
The case is a flimsy piece of plastic and has no front or side protection whatsoever.,0,Amazon
"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",1,Amazon
"I love the camera, it's really pretty good quality.",1,Amazon
Thank you for such great service.,1,Amazon
Its a total package.,1,Amazon
"The seller is very understanding and patient, I would definitely buy from them again.",1,Amazon
I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.,0,Amazon
It's AGGRAVATING!,0,Amazon
Great product for the price!.,1,Amazon
"I have purchased these for both family and friends, and all enjoy their clarity and ease of use",1,Amazon
Virgin Wireless rocks and so does this cheap little phone!,1,Amazon
"None of it works, just don't buy it.",0,Amazon
"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",0,Amazon
Please dont waste your money.,0,Amazon
"All in all, I'm quite satisfied with this purchase.",1,Amazon
"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",0,Amazon
Yet Plantronincs continues to use the same flawed charger design.,0,Amazon
Disapointing Results.,0,Amazon
Cumbersome design.,0,Amazon
"Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!",1,Amazon
Great Product.,1,Amazon
It's A PIECE OF CRAP!,0,Amazon
"My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!",0,Amazon
This fixes all the problems.,1,Amazon
Worst ever.,0,Amazon
I am very happy,1,Amazon
"I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.",1,Amazon
"I can barely ever hear on it and am constantly saying ""what?""",0,Amazon
The battery life is highly unacceptable.,0,Amazon
That company is a joke.,0,Amazon
It does everything the description said it would.,1,Amazon
Due to this happening on every call I was forced to stop using this headset.,0,Amazon
"It works great with a car charger, especially if you cannot plug in two adapters at the same time.",1,Amazon
"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.",0,Amazon
"Voice Quality, Signal Strength, Dropped Calls.",0,Amazon
"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.",1,Amazon
Better than expected.,1,Amazon
"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",0,Amazon
Battery is holding up well.,1,Amazon
Also difficult to put on.I'd recommend avoiding this product.,0,Amazon
"I only used it two days, and it wasn't always easy to hear with.",0,Amazon
I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,0,Amazon
Sprint - terrible customer service.,0,Amazon
Linked to my phone without effort.,1,Amazon
THey are so cool!,1,Amazon
Easy to use.,1,Amazon
Better Than New.,1,Amazon
"What possesed me to get this junk, I have no idea...",0,Amazon
Piece of trash.,0,Amazon
A pretty good product.,1,Amazon
This is a great phone!.,1,Amazon
"For the price on Amazon, it is an excellent product, which I would highly recommend.",1,Amazon
Their Research and Development division obviously knows what they're doing.,1,Amazon
"The real killer is the volume, and of course it breaking.",0,Amazon
Those phones are working just fine now.,1,Amazon
I am more than happy with this product.,1,Amazon
Poor Construction.,0,Amazon
This is infuriating.,0,Amazon
"Overall, I would recommend this phone over the new Walkman.",1,Amazon
Sprint charges for this service.,0,Amazon
"It is cheap, and it feel and look just as cheap.",0,Amazon
It fits my ear well and is comfortable on.,1,Amazon
It doesn't work in Europe or Asia.,0,Amazon
clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,1,Amazon
I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,1,Amazon
I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,1,Amazon
the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,0,Amazon
the charger worked for about a week and then completely stopped charging my phone.,0,Amazon
Poor product.,0,Amazon
However I needed some better instructions.,0,Amazon
You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,0,Amazon
Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).,1,Amazon
"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",0,Amazon
DO NOT BUY DO NOT BUYIT SUCKS,0,Amazon
This is a great product..... sure beats using your fingers!.,1,Amazon
"Plus, I seriously do not believe it is worth its steep price point.",0,Amazon
All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.,1,Amazon
Very Dissapointing Performance.,0,Amazon
Don't make the same mistake that I did and please don't buy this phone.,0,Amazon
This phone might well be the worst I've ever had in any brand.,0,Amazon
Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,0,Amazon
I recommend iGo to anyone with different brand cell phones/mp3 players in the family.,1,Amazon
Don't bother - go to the store.,0,Amazon
"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!",1,Amazon
I did not have any problem with this item and would order it again if needed.,1,Amazon
You get what you pay for I guess.,0,Amazon
"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.",1,Amazon
im surprised this is a good quality car charger and there's not much reviews about it.,1,Amazon
These are fabulous!,1,Amazon
"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.",0,Amazon
I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.,1,Amazon
Disappointing accessory from a good manufacturer.,0,Amazon
"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",0,Amazon
Very wind-resistant.,1,Amazon
"Obviously they have a terrible customer service, so you get what you pay for.",0,Amazon
"They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.",1,Amazon
"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.",0,Amazon
Linksys should have some way to exchange a bad phone for a refurb unit or something!,0,Amazon
Phone is sturdy as all nokia bar phones are.,1,Amazon
Great phone.,1,Amazon
"When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.",0,Amazon
I'm pleased.,1,Amazon
Battery is terrible.,0,Amazon
I found the product to be easy to set up and use.,1,Amazon
The earpiece on this is too large or too heavy...it keeps falling out of my ear.,0,Amazon
Utter crap.. Sound quality is TERRIBLE.,0,Amazon
"The charger arrived within the promised timeframe, but it did not work.",0,Amazon
"No ear loop needed, it's tiny and the sound is great.",1,Amazon
"Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.",0,Amazon
"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.",1,Amazon
Talk about USELESS customer service.,0,Amazon
"It felt too light and ""tinny."".",0,Amazon
This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.,0,Amazon
I'm happy about this purchase- good quality and low price.,1,Amazon
I love the look and feel of Samsung flipphones.,1,Amazon
Its well-designed and very sharp -- the blue is a very nice color.,1,Amazon
Does everything it should and more.,1,Amazon
I could not recommend these more.,0,Amazon
Nice Sound.,1,Amazon
"Looks good in the picture, but this case was a huge disappointment!!",0,Amazon
Much less than the jawbone I was going to replace it with.,1,Amazon
Setup went very smoothly.,1,Amazon
its extremely slow and takes forever to do anything with it.,0,Amazon
"A must study for anyone interested in the ""worst sins"" of industrial design.",0,Amazon
The first thing that happened was that the tracking was off.,0,Amazon
"It is well made, easy to access the phone and has a handy, detachable belt clip.",1,Amazon
Then I had to continue pairing it periodically since it somehow kept dropping.,0,Amazon
Can't upload ringtones from a third party.,0,Amazon
"Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.",0,Amazon
Truly awful.,0,Amazon
"It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.",1,Amazon
The volume for the ringer is REAL good (you have choices how loud).,1,Amazon
And none of the tones is acceptable.,0,Amazon
camera color balance is AWFUL.,0,Amazon
"This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless.",0,Amazon
I love the ringtones because they are so upbeat!,1,Amazon
Chinese Forgeries Abound!.,0,Amazon
Easy to pair with my Samsung Cell.,1,Amazon
The instructions didn't explain that a microphone jack could be used.,0,Amazon
i would advise to not purchase this item it never worked very well.,0,Amazon
Too bad you have to pay up to $$$ a month for the service!,0,Amazon
Works well.,1,Amazon
The nokia CA-42 USB cable did not work with my phone.,0,Amazon
Clear crisp sound.,1,Amazon
"I have to use the smallest earpieces provided, but it stays on pretty well.",1,Amazon
"The biggest complaint I have is, the battery drains superfast.",0,Amazon
The design might be ergonomic in theory but I could not stand having these in my ear.,0,Amazon
Do NOT buy if you want to use the holster.,0,Amazon
The phone can also take great pictures and even video clips.,1,Amazon
It doesn't make you look cool.,0,Amazon
"Because both ears are occupied, background is not distracting at all.",1,Amazon
"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.",1,Amazon
"Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.",0,Amazon
You can't beat the price on these.,1,Amazon
"* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!",1,Amazon
lightweight and works well.,1,Amazon
So just beware.,0,Amazon
I love this cable - it allows me to connect any mini-USB device to my PC.,1,Amazon
So anyone near you will hear part of your conversation.,0,Amazon
This is cool because most cases are just open there allowing the screen to get all scratched up.,1,Amazon
I bought this phone as a replacement for my StarTac and have regretted it since.,0,Amazon
Appears to actually outperform the original battery from China that came with my V325i.,1,Amazon
Can't store anything but phone numbers to SIM.,0,Amazon
"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.",0,Amazon
Poor quality.,0,Amazon
"jabra ear gels ""R"" the best!.",1,Amazon
Not worth it.,0,Amazon
The phone crashed completely and now I have to get it replaced.,0,Amazon
"It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.",1,Amazon
"Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).",0,Amazon
It was a great phone.,1,Amazon
if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,0,Amazon
"Good value, works fine - power via USB, car, or wall outlet.",1,Amazon
My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,1,Amazon
This is simply the BEST bluetooth headset for sound quality!,1,Amazon
Think it over when you plan to own this one!This sure is the last MOTO phone for me!,0,Amazon
"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?",1,Amazon
I have always used corded headsets and the freedom from the wireless is very helpful.,1,Amazon
"This case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1,Amazon
"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1,Amazon
It has everything I need and I couldn't ask for more.,1,Amazon
After receiving and using the product for just 2 days it broke.,0,Amazon
This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.,1,Amazon
None of the three sizes they sent with the headset would stay in my ears.,0,Amazon
T-Mobile has the best customer service anywhere.,1,Amazon
Arrived quickly and much less expensive than others being sold.,1,Amazon
We have tried 2 units and they both failed within 2 months.. Pros,0,Amazon
"Provides good protection and looks classy, too.",1,Amazon
Krussel Always good.,1,Amazon
"The tracfonewebsite is user friendly and makes it easy toactivate, etc.",1,Amazon
The design is very good.4.,1,Amazon
I great reception all the time.,1,Amazon
I would highly recommend this product.,1,Amazon
"Couldn't use the unit with sunglasses, not good in Texas!",0,Amazon
It dit not work most of the time with my Nokia 5320.,0,Amazon
"Bought mainly for the charger, which broke soon after purchasing.",0,Amazon
"If you like a loud buzzing to override all your conversations, then this phone is for you!",0,Amazon
Fantastic buy and will get again for whatever my next phone is,1,Amazon
"stay away from this store, be careful.",0,Amazon
This BlueAnt Supertooth hands-free phone speaker is AWESOME.,1,Amazon
Does not fit.,0,Amazon
.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.,1,Amazon
"It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.",1,Amazon
disappointing.,0,Amazon
Blue Ant is easy to use.,1,Amazon
Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.,1,Amazon
The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,0,Amazon
Then a few days later the a puff of smoke came out of the phone while in use.,0,Amazon
It's very convenient and simple to use - gets job done & makes the car ride so much smoother.,1,Amazon
The nano stated it.My son was dissapointed.,0,Amazon
The sound quality is excellent as well.,1,Amazon
Its the best headset I have used.,1,Amazon
Would not reccommend.,0,Amazon
They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.,1,Amazon
Just what I wanted.,1,Amazon
This particular model would not work with my Motorola Q smartphone.,0,Amazon
wont work right or atleast for me.,0,Amazon
in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.,0,Amazon
"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0,Amazon
"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good",0,Amazon
Great product.,1,Amazon
Crisp and Clear.,1,Amazon
AFter the first charge kept going dead after 12 minutes.,0,Amazon
"VERY cheap plastic, creaks like an old wooden floor.",0,Amazon
"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.",0,Amazon
The reception has been generally good.,1,Amazon
"Excellent sound, battery life and inconspicuous to boot!.",1,Amazon
Great bluetooth!.,1,Amazon
I highly recommend this case.,1,Amazon
WORTHWHILE.,1,Amazon
This is a great deal.,1,Amazon
"After my phone got to be about a year old, it's been slowly breaking despite much care on my part.",0,Amazon
I am sorry I made this purchase.,0,Amazon
I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,0,Amazon
Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.,0,Amazon
It was horrible!.,0,Amazon
I don't think it would hold it too securly on your belt.,0,Amazon
This allows the possibility of double booking for the same date and time after the first.,0,Amazon
They work about 2 weeks then break.,0,Amazon
It is simple to use and I like it.,1,Amazon
"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!",1,Amazon
I can't use this case because the smell is disgusting.,0,Amazon
NOT WHAT I WANTED.,0,Amazon
I own 2 of these cases and would order another.,1,Amazon
Great Phone.,1,Amazon
I bought this battery with a coupon from Amazon and I'm very happy with my purchase.,1,Amazon
"The internet access was fine, it the rare instance that it worked.",0,Amazon
Perfect for the PS3.,1,Amazon
"Five star Plus, plus.",1,Amazon
A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.,1,Amazon
$50 Down the drain.,0,Amazon
I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,0,Amazon
"Good , works fine.",1,Amazon
For the price this was a great deal.,1,Amazon
"Great price, too!",1,Amazon
"If there is a wind, it is completely useless.",0,Amazon
Yes it's shiny on front side - and I love it!,1,Amazon
Does Not Work.,0,Amazon
"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0,Amazon
The reception through this headset is excellent.,1,Amazon
2 thumbs up to this seller,1,Amazon
"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.",1,Amazon
Improper description.... I had to return it.,0,Amazon
#1 It Works - #2 It is Comfortable.,1,Amazon
Battery charge-life is quite long.,1,Amazon
The Jabra EarGels fit my ears very well.,1,Amazon
Battery has no life.,0,Amazon
I checked everywhere and there is no feature for it which is really disappointing.,0,Amazon
Product is exactly as described.,1,Amazon
Gets a signal when other Verizon phones won't.,1,Amazon
Doesn't do the job.,0,Amazon
I would recommend it.,1,Amazon
Plan on ordering from them again and again.,1,Amazon
"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.",1,Amazon
I have been very satisfied with this cell phone from day one.,1,Amazon
They keep getting better and better (this is my third one and I've had numerous Palms too).,1,Amazon
Awkward to use and unreliable.,0,Amazon
The shipping time was also very quick!,1,Amazon
Not as good as I had hoped.,0,Amazon
Good case!.,1,Amazon
Doesn't Work.,0,Amazon
Really good product.,1,Amazon
Unfortunately it did not work.,0,Amazon
All three broke within two months of use.,0,Amazon
dont buy it.,0,Amazon
"My father has the V265, and the battery is dying.",0,Amazon
"However, the ear pads come off easily and after only one week I lost one.",0,Amazon
"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.",0,Amazon
"Horrible, horrible protector.",0,Amazon
I don't like this Nokia either.,0,Amazon
"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.",0,Amazon
I have bought this Nokia cell phone a few weeks ago and it was a nightmare.,0,Amazon
It would take too long to describe how bad my customer service experience has been with Amazon.,0,Amazon
the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!,0,Amazon
Terrible.. My car will not accept this cassette.,0,Amazon
"Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.",0,Amazon
It's not what it says it is.,0,Amazon
Stay Away From the Q!.,0,Amazon
Used and dirty.,0,Amazon
Very unreliable service from T-mobile !,0,Amazon
Not good enough for the price.,0,Amazon
I bought two of them and neither will charge.,0,Amazon
It looks very nice.,1,Amazon
"This is an excellent tool, especially when paired with your phone's auto-answer.",1,Amazon
I have read other's reviews here but I haven't had any problem with it.,1,Amazon
These products cover up the important light sensor above the ear outlet.,0,Amazon
Comfortable in my hand.,1,Amazon
Just does not work.,0,Amazon
Poor Reliability.,0,Amazon
(It works!),1,Amazon
"If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.",0,Amazon
"Terrible product, and waste of money!",0,Amazon
Last time buying from you.,0,Amazon
It was a waste of my money.,0,Amazon
So far it has worked like a charm.,1,Amazon
"I have only had it for a few weeks, but so far, so good.",1,Amazon
"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.",1,Amazon
Would recommend this item.,1,Amazon
It's been my choice headset for years.Great sound; good volume; good noise cancellation.,1,Amazon
"Nice case, feels good in your hands.",1,Amazon
The item received was Counterfeit.,0,Amazon
"Just really good.. So far, probably the best BT headset I have ever had.",1,Amazon
Works fine.,1,Amazon
I received my headset in good time and was happy with it.,1,Amazon
I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,1,Amazon
My sister has one also and she loves it.,1,Amazon
Good Quality.,1,Amazon
This is by far the worst purchase I've made on Amazon.,0,Amazon
Excellent dual-purpose headset.,1,Amazon
Excellent!.,1,Amazon
Does not work for listening to music with the cingular 8125.,0,Amazon
"It seems completely secure, both holding on to my belt, and keeping the iPhone inside.",1,Amazon
"The bottowm line...another worthless, cheap gimmick from Sprint.",0,Amazon
Having trouble with volume.,0,Amazon
The only good thing was that it fits comfortably on small ears.,1,Amazon
WARNING - DO NOT BUY!!.,0,Amazon
"I am pairing this with my iphone, and I could not be happier with it so far.",1,Amazon
"When it opens, the battery connection is broken and the device is turned off.",0,Amazon
"I didn't want the clip going over the top of my ear, causing discomfort.",0,Amazon
Best headset ever!!!.,1,Amazon
Don't trust their website and don't expect any helpful support.,0,Amazon
It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,1,Amazon
The speaker is of low quality so as making the ring tones sound very cheap.,0,Amazon
"Fits comfortably, came with three sizes of earbud tips.",1,Amazon
Excellent product for the price.,1,Amazon
Bad Reception.,0,Amazon
This product is very High quality Chinese CRAP!!!!!!,0,Amazon
It was quite comfortable in the ear.,1,Amazon
Great phone.,1,Amazon
Don't buy this product - It fails!.,0,Amazon
Everything about this product is wrong.First,0,Amazon
The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.,1,Amazon
"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.",0,Amazon
Terrible phone holder.,0,Amazon
The cutouts and buttons are placed perfectly.,1,Amazon
I love being able to use one headset for both by land-line and cell.,1,Amazon
Problem is that the ear loops are made of weak material and break easily.,0,Amazon
Not nearly as good looking as the AMAZON picture makes it look.,0,Amazon
"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.",1,Amazon
How stupid is that?,0,Amazon
"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.",1,Amazon
Seller shipped quickly and much cheaper than the competitors.,1,Amazon
"Good show, Samsung.",1,Amazon
So I bought about 10 of these and saved alot of money.,1,Amazon
It always cuts out and makes a beep beep beep sound then says signal failed.,0,Amazon
Couldn't figure it out,0,Amazon
"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.",0,Amazon
So I had to take the battery out of the phone put it all back together and then restart it.,0,Amazon
"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.",0,Amazon
Leopard Print is wonderfully wild!.,1,Amazon
Works for me.,1,Amazon
"Saggy, floppy piece of junk.",0,Amazon
much better than the hard plastic cases.,1,Amazon
It also had a new problem.,0,Amazon
Happy so far!.,1,Amazon
cool phone.,1,Amazon
Works good.,1,Amazon
Motorola finally got the voice quality of a bluetooth headset right.,1,Amazon
It looses connection to the phone even when it is within a couple feet between the two.,0,Amazon
"but it is great, i would really recommend it",1,Amazon
Makes it easier to keep up with my bluetooth when I'm not wearing it.,0,Amazon
As I said above....PRETTY USELESS!,0,Amazon
Never got it!!!!!,0,Amazon
This pair of headphones is the worst that I have ever had sound-wise.,0,Amazon
[...] down the drain because of a weak snap!,0,Amazon
Does not charge the Cingular (ATT) 8525 phone.,0,Amazon
"You get extra minutes so that you can carry out the call and not get cut off.""",1,Amazon
"However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.",0,Amazon
I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.,0,Amazon
The headset fulfills my requirements so I am happy with my purchase.,1,Amazon
Logitech Bluetooth Headset is a 10!.,1,Amazon
"I like the fact that it rests lightly against your ear, rather than inside.",1,Amazon
A lot of websites have been rating this a very good phone and so do I.,1,Amazon
I have tried these cables with my computer and my iPod and it works just fine.,1,Amazon
"The mic there is a joke, and the volume is quite low.",0,Amazon
I'm returning them.,0,Amazon
I does not maintain a connection with the computer while it is on my lap.,0,Amazon
It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,1,Amazon
I have had mine for about a year and this Christmas I bought some for the rest of the family.,1,Amazon
"Otherwise, easy to install and use, clear sound.",1,Amazon
nice leather.,1,Amazon
I had to purchase a different case.,0,Amazon
It is a joy to use.,1,Amazon
Very much disappointed with this company.,0,Amazon
Very satisifed with that.,1,Amazon
It didn't charge for me.,0,Amazon
This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,1,Amazon
Buttons are too small.,0,Amazon
Just reading on the specs alone makes you say WOW.,1,Amazon
Love it.. Great armband.,1,Amazon
I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,1,Amazon
"However, the keypads are so tinny that I sometimes reach the wrong buttons.",0,Amazon
I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,1,Amazon
I was very impressed with the price of the cases.,1,Amazon
Also makes it easier to hold on to.,1,Amazon
"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!",1,Amazon
It's pretty easy.,1,Amazon
I cannot make calls at certain places.,0,Amazon
"however, my girl was complain that some time the phone doesn't wake up like normal phone does.",0,Amazon
Beautiful styling though.,1,Amazon
This company charge me a restocking fee and still not given me my refund back.,0,Amazon
I'm trying to return it for a refund.,0,Amazon
I plugged it in only to find out not a darn thing worked.,0,Amazon
Excellent product.,1,Amazon
Earbud piece breaks easily.,0,Amazon
Lousy product.,0,Amazon
This phone tries very hard to do everything but fails at it's very ability to be a phone.,0,Amazon
It is the best charger I have seen on the market yet.,1,Amazon
SWEETEST PHONE!!!,1,Amazon
":-)Oh, the charger seems to work fine.",1,Amazon
It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,1,Amazon
Not enough volume.,0,Amazon
Echo Problem....Very unsatisfactory,0,Amazon
you could only take 2 videos at a time and the quality was very poor.,0,Amazon
don't waste your money.,0,Amazon
I am going to have to be the first to negatively review this product.,0,Amazon
Adapter does not provide enough charging current.,0,Amazon
"There was so much hype over this phone that I assumed it was the best, my mistake.",0,Amazon
You also cannot take pictures with it in the case because the lense is covered.,0,Amazon
Phone falls out easily.,0,Amazon
"It didn't work, people can not hear me when I talk.",0,Amazon
The text messaging feature is really tricky to use.,0,Amazon
I'm really disappointed all I have now is a charger that doesn't work.,0,Amazon
Painful on the ear.,0,Amazon
Lasted one day and then blew up.,0,Amazon
disappointed.,0,Amazon
Kind of flops around.,0,Amazon
The screen does get smudged easily because it touches your ear and face.,0,Amazon
What a piece of junk.. I lose more calls on this phone.,0,Amazon
Item Does Not Match Picture.,0,Amazon
The only thing that disappoint me is the infra red port (irda).,0,Amazon
"You can not answer calls with the unit, never worked once!",0,Amazon
Wow... Loved this place.,1,Yelp
Crust is not good.,0,Yelp
Not tasty and the texture was just nasty.,0,Yelp
Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.,1,Yelp
The selection on the menu was great and so were the prices.,1,Yelp
Now I am getting angry and I want my damn pho.,0,Yelp
Honeslty it didn't taste THAT fresh.),0,Yelp
The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.,0,Yelp
The fries were great too.,1,Yelp
A great touch.,1,Yelp
Service was very prompt.,1,Yelp
Would not go back.,0,Yelp
The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.,0,Yelp
"I tried the Cape Cod ravoli, chicken,with cranberry...mmmm!",1,Yelp
I was disgusted because I was pretty sure that was human hair.,0,Yelp
I was shocked because no signs indicate cash only.,0,Yelp
Highly recommended.,1,Yelp
Waitress was a little slow in service.,0,Yelp
"This place is not worth your time, let alone Vegas.",0,Yelp
did not like at all.,0,Yelp
The Burrittos Blah!,0,Yelp
"The food, amazing.",1,Yelp
Service is also cute.,1,Yelp
I could care less... The interior is just beautiful.,1,Yelp
So they performed.,1,Yelp
That's right....the red velvet cake.....ohhh this stuff is so good.,1,Yelp
- They never brought a salad we asked for.,0,Yelp
"This hole in the wall has great Mexican street tacos, and friendly staff.",1,Yelp
"Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.",0,Yelp
The worst was the salmon sashimi.,0,Yelp
"Also there are combos like a burger, fries, and beer for 23 which is a decent deal.",1,Yelp
This was like the final blow!,0,Yelp
I found this place by accident and I could not be happier.,1,Yelp
"seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere.",0,Yelp
"Overall, I like this place a lot.",1,Yelp
The only redeeming quality of the restaurant was that it was very inexpensive.,1,Yelp
Ample portions and good prices.,1,Yelp
"Poor service, the waiter made me feel like I was stupid every time he came to the table.",0,Yelp
My first visit to Hiro was a delight!,1,Yelp
Service sucks.,0,Yelp
The shrimp tender and moist.,1,Yelp
There is not a deal good enough that would drag me into that establishment again.,0,Yelp
Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.,0,Yelp
"On a positive note, our server was very attentive and provided great service.",1,Yelp
"Frozen pucks of disgust, with some of the worst people behind the register.",0,Yelp
The only thing I did like was the prime rib and dessert section.,1,Yelp
It's too bad the food is so damn generic.,0,Yelp
"The burger is good beef, cooked just right.",1,Yelp
If you want a sandwich just go to any Firehouse!!!!!,1,Yelp
"My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing.",1,Yelp
We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.,1,Yelp
He came running after us when he realized my husband had left his sunglasses on the table.,1,Yelp
Their chow mein is so good!,1,Yelp
"They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.",0,Yelp
The portion was huge!,1,Yelp
